표준어	품사	세종태그	어깨번호	강원	경기	경남	경북	전남	전북	충남	충북	제주	평남	평북	함남	함북	황해	중국 길림성	중국 요령성	중국 흑룡강성	중앙아시아	뜻풀이
아랑	[명사][방언]	NNG	01_00_00	 	 	아래기	아래기	아렝이	 	 	 	 	 	 	 	 	 	 	 	 	 	소주를 곤 뒤에 남은 찌꺼기.
아랑주	[명사][방언]	NNG	00_00_00	 	 	 	 	아랭이	아랭이	 	아랭이	아랑쥐, 아랑지	 	 	아링쥐	 	 	 	 	 	 	미존재 뜻풀이
아랑주	[명사][방언]	NNG	01_00_00	 	 	아래기	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	소주를 고고 난 찌꺼기로 만든, 질이 낮고 독한 소주.
아래	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	 	 	 	 	 	알래	 	 	 	 	미존재 뜻풀이
아래뜸	[명사][방언]	NNG	00_00_00	 	 	아래땀	 	 	 	밑뜸, 아래땀	밑뜸, 아래땀	 	 	 	 	 	 	 	 	 	 	아래쪽에 위치한 마을.
아래옷	[명사][방언]	NNG	00_00_00	아리옷	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	아랫도리에 입는 옷.
아래위	[명사][방언]	NNG	00_00_00	 	 	아리우	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	아래와 위를 아울러 이르는 말.
아래윗간	[명사][방언]	NNG	00_00_00	아리웃간	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	아랫간과 윗간을 아울러 이르는 말.
아래윗막이	[명사][방언]	NNG	00_00_02	 	 	 	 	 	 	 	 	우알막이	 	 	 	 	 	 	 	 	 	물건의 양쪽 머리를 막은 부분.
아래윗집	[명사][방언]	NNG	00_00_00	아리웃집	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	아랫집과 윗집을 아울러 이르는 말.
아래짝	[명사][방언]	NNG	00_00_00	아리짜, 아리짝	 	 	 	 	 	 	 	아래착, 알짝, 알착	 	 	 	 	 	 	 	 	 	위아래로 한 벌을 이루는 물건의 아래에 있는 짝.
아래쪽	[명사][방언]	NNG	00_00_00	아리짜, 아리짝, 아리쪼	 	 	 	 	 	 	 	알녁짝, 알녁착, 알녁펜	 	 	 	 	 	 	 	 	 	아래가 되는 쪽.
아래채	[명사][방언]	NNG	00_00_00	 	 	 	 	아리채	 	 	 	알녁거리	 	 	 	 	 	 	 	 	 	여러 채로 된 집의 아래쪽에 있는 집채.
아래층	[명사][방언]	NNG	00_00_00	아리층	 	 	 	 	 	 	 	아래칭, 알칭	 	 	 	 	 	 	 	 	 	여러 층으로 된 것의 아래에 있는 층.
아래턱	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	아레턱, 알아구리, 알터가리, 알턱	 	땅내기	 	 	 	 	 	 	 	아래쪽의 턱.
아래턱뼈	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	 	 	챗다리뻬	 	 	 	 	 	 	 	아래턱을 이루는 말발굽 모양의 뼈
아래편짝	[명사][방언]	NNG	00_00_00	아리펜짜, 아리펜짝	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	아래로 치우친 편짝.
아랫간	[명사][방언]	NNG	00_00_00	아릿간	 	 	 	 	 	 	 	 	아릇간	아릇간	 	 	 	 	 	 	 	방에서 아궁이 쪽의 부분.
아랫길	[명사][방언]	NNG	00_00_00	아릿질	 	아릿길	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	아래쪽에 있는 길.
아랫녘	[명사][방언]	NNG	00_00_00	 	 	 	 	아랫녁, 아릿녁	 	 	 	 	 	 	 	 	 	 	 	 	 	어떤 지방에서 그 남쪽의 지방을 이르는 말.
아랫눈시울	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	알눈바위	 	 	 	 	 	 	 	 	 	아래쪽의 눈시울.
아랫눈썹	[명사][방언]	NNG	00_00_00	 	아래눈썹	아랫눈쎂	 	아래눈썹, 아리눈썹, 아릿눈썹	 	 	 	알눈썹	 	 	 	 	 	 	 	 	 	아랫눈시울에 있는 속눈썹.
아랫니	[명사][방언]	NNG	00_00_00	아릿니, 아릿이빨	 	 	 	 	 	 	 	알니	 	 	 	 	 	 	 	 	 	아랫잇몸에 난 이.
아랫대	[명사][방언]	NNG	00_00_00	 	 	 	아릿대	 	 	 	 	 	 	 	 	 	 	 	 	 	 	뒤에 오는 세대나 시대.
아랫도리	[명사][방언]	NNG	00_00_00	 	 	 	 	아래토리, 아랫더리, 아리토리, 아릿도리	아랫더리	 	 	 	 	 	 	 	 	 	 	 	 	미존재 뜻풀이
아랫동네	[명사][방언]	NNG	00_00_00	아릿동네	 	아릿동네	 	알둥	 	 	 	알가름, 알카름, 알녁가름, 알녁카름	 	 	 	 	 	 	 	 	 	아래쪽에 있는 동네.
아랫마을	[명사][방언]	NNG	00_00_00	아랫마실, 아릿마실	 	아래깍단, 알땀	아랫모테	아랫데미, 아리춤, 알데미	아리춤	 	 	 	 	 	 	 	 	 	 	 	 	아래쪽에 있는 마을
아랫목	[명사][방언]	NNG	00_00_00	구둘목, 아래끝, 아룻목, 아릿목	 	아릿묵	구둘막, 알목	바람밋, 부순박, 아루먹, 아루목, 아루묵, 아룻목, 아르목, 아릇목	부둘막	 	아릇목	안자리	아루꿑, 아르꿑, 아루끝	아루꿑, 아르꿑, 아래꿑, 아래끝, 아루끝	간목, 아랫구태	아랫발치	아르묵	아랫발치	아래꿑	 	 	온돌방에서 아궁이 가까운 쪽의 방바닥.
아랫물	[명사][방언]	NNG	00_00_00	 	 	아릿물	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	하류에서 흐르는 물.
아랫바지	[명사][방언]	NNG	00_00_00	아릿바지, 아릿주우	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	'바지01'를 달리 이르는 말
아랫방	[명사][방언]	NNG	00_00_00	아룻방	 	아릿방	알방	 	 	 	 	 	 	 	 	 	 	 	 	 	 	이어져 있는 두 방 가운데 아래쪽 방.
아랫배	[명사][방언]	NNG	00_00_00	 	 	아릿배	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	배꼽 아랫부분의 배.
아랫사람	[명사][방언]	NNG	00_00_00	아릿사람	 	 	 	 	 	 	 	 	 	 	 	기하사람	 	 	 	 	 	나이나 항렬 따위가 자기보다 아래이거나 낮은 사람.
아랫수염	[명사][방언]	NNG	00_00_00	 	아래쉬엄, 아랫쉬옴, 아랫시욤	아래시암, 아래시엄, 아랫셈, 아랫숨, 아랫심지	아래쉬미	아래텍쉬염, 아랫쉬엄, 아랫쉬염, 아랫시염, 아랫시욤, 아릿쉬염, 아릿시염, 아릿시욤	아랫쉬엄, 아랫쉬옴	아랫셤	 	 	 	 	 	 	 	 	 	 	 	아래턱에 난 수염.
아랫입술	[명사][방언]	NNG	00_00_00	아랫입수루, 아랫입숡, 아릿입술	아랫입살, 아랫입설	밑입소리, 아랫입소보리, 아랫입솔, 아랫입수구리, 아랫입스리, 아랫입스부리	 	아랫입서리, 아랫입설, 아랫입소리, 아랫입솔, 아릿입서리, 아릿입설, 아릿입소리	아랫입설, 아랫입솔	 	아랫입서버리, 아랫입설, 아랫입솔	알입바위	 	 	 	 	 	 	 	 	 	아래쪽의 입술.
아랫자리	[명사][방언]	NNG	00_00_00	아릿자리	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	아랫사람이 앉는 자리.
아랫중방	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	포알귀클, 포알귀틀, 폿지방	 	 	 	 	 	 	 	 	 	벽의 아래쪽 기둥 사이에 가로지른 인방.
아랫집	[명사][방언]	NNG	00_00_00	 	 	아릿집	 	 	 	 	 	알녁집, 알녁칩	 	 	 	 	 	 	 	 	 	아래쪽에 이웃하여 있거나 지대가 낮은 곳에 있는 집.
아로새기다	[동사][방언]	VV	00_00_00	아루새기다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	무늬나 글자 따위를 또렷하고 정교하게 파서 새기다.
아롱다롱	[부사][방언]	MAG	00_00_00	 	 	 	 	 	 	 	 	이리롱다리롱	 	 	 	 	 	 	 	 	 	여러 가지 빛깔의 작은 점이나 줄 따위가 고르지 아니하고 촘촘하게 무늬를 이룬 모양
아롱아롱	[부사][방언]	MAG	02_00_00	 	 	 	 	 	 	 	 	베롱베롱	 	 	 	 	 	 	 	 	 	여러 가지 빛깔의 작은 점이나 줄 따위가 고르고 촘촘하게 무늬를 이룬 모양
아롱이다롱이	[명사][방언]	NNG	00_00_00	 	 	 	아랭이지랭이	 	 	 	 	 	 	 	 	 	 	 	 	 	 	고르지 못하나 비슷비슷하게 아롱진 무늬. 
아뢰다	[동사][방언]	VV	00_00_00	 	 	일러쿠다	아래다	 	 	 	알뢰다	아루다, 알뤠다, 알뤼다	 	 	 	 	 	 	 	 	 	말씀드려 알리다.
아르르	[부사][방언]	MAG	00_00_00	 	 	 	 	어르르	 	 	 	 	 	 	 	 	 	 	 	 	 	미존재 뜻풀이
아르르하다	[형용사][방언]	VA	00_00_00	 	 	 	 	어르르허다	 	 	 	 	 	 	 	 	 	 	 	 	 	미존재 뜻풀이
아른거리다	[동사][방언]	VV	00_00_00	 	 	 	 	 	 	 	 	얼르다	 	 	 	 	 	 	 	 	 	무엇이 희미하게 보이다 말다 하다.
아름	[명사][방언]	NNG	00_00_00	 	 	아림, 아림	자대기, 자대기	 	 	 	 	 	 	 	 	아림, 아림	 	아림, 아림	 	아림, 아림	 	미존재 뜻풀이
아름답다	[형용사][방언]	VA	00_00_00	 	 	미하다, 아람답다	아람답다	아룸답다	 	아룸답다	아럼답다	 	 	 	 	 	 	 	 	아람답다, 아럼답다	 	보이는 대상이나 음향, 목소리 따위가 균형과 조화를 이루어 눈과 귀에 즐거움과 만족을 줄 만하다
아름드리	[명사][방언]	NNG	00_00_00	 	 	 	 	아라내기, 아람드리, 아람디리	아라내기	 	 	아늠드리	 	 	 	 	 	 	 	 	 	둘레가 한 아름이 넘는 것을 나타내는 말.
아름차다	[형용사][방언]	VA	00_00_00	 	 	 	 	 	 	 	 	아늠차다	 	 	 	 	 	 	 	 	 	힘에 겹다.
아리다	[형용사][방언]	VA	00_00_00	애리다, 애리댕댕하다	 	애리다	아레다, 애리다	애르다, 애리다	애리다	 	 	 	애리다	애리다	 	 	 	애리다	애리다	애리다	 	혀끝을 찌를 듯이 알알한 느낌이 있다.
아릿하다	[형용사][방언]	VA	00_00_00	앨그네하다, 앨기하다, 앨기댕댕하다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	미존재 뜻풀이
아마	[부사][방언]	MAG	00_00_00	 	 	아매이	 	아매매	 	 	 	 	 	 	 	 	 	 	 	 	 	미존재 뜻풀이
아마	[부사][방언]	MAG	01_00_00	 	암마	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	단정할 수는 없지만 미루어 짐작하거나 생각하여 볼 때 그럴 가능성이 크다는 뜻을 나타내는 말
아마도	[부사][방언]	MAG	00_00_00	아매두	 	 	아매도	 	 	 	 	 	 	 	 	 	 	 	 	 	 	'아마01'를 강조하여 이르는 말.
아명	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	아멩	 	 	 	 	 	 	 	 	 	미존재 뜻풀이
아무	[성상관형사][방언]	MMA	01_00_00	 	 	 	 	 	 	 	 	 	 	자무, 자무	 	 	 	 	 	 	 	미존재 뜻풀이
아무개	[대명사][방언]	NP	00_00_00	아문개	 	 	 	누구산네, 유산네	 	 	 	아무가이, 아모가이, 아모개	아무가이	아무가이	 	 	 	 	 	 	 	어떤 사람을 구체적인 이름 대신 이르는 인칭 대명사.
아무것	[명사][방언]	NNG	00_00_00	 	 	 	 	암것, 암긋, 암끗	암끗	 	 	무시것	 	 	 	 	 	 	 	 	 	특별히 정해지지 않은 어떤 것 일체.
아무래도	[부사][방언]	MAG	00_00_00	아무래두, 아무캐도	 	 	 	아무이락도, 암만해도, 암찌깨도, 암찌케도, 암케도	 	 	 	아미영헤도, 아메도, 아멘해도, 아며도	 	자무래두	 	 	 	 	 	 	 	아무리 생각해 보아도
아무러면	[부사][방언]	MAG	00_00_00	 	 	 	 	 	 	 	 	아명하민	 	 	 	 	 	 	 	 	 	있기 어려운 경우나 상태를 가정하는 뜻을 나타내는 말
아무러하다	[형용사][방언]	VA	00_00_00	 	 	 	 	 	 	 	 	아명하다	 	자무러하다	 	 	 	 	 	 	 	구체적으로 정하지 않은 어떤 상태나 조건에 놓여 있다.
아무런	[지시관형사][방언]	MMD	00_00_00	 	 	 	 	암시런	 	 	 	 	 	 	 	 	 	 	 	 	 	미존재 뜻풀이
아무렇다	[형용사][방언]	VA	00_00_00	 	 	 	 	암스렁하다, 암시렁하다	암스렁하다, 암시렁하다	암스렁하다, 암스렇다, 암시렁하다, 암시렇다	암스렁하다, 암스렇다, 암시렁하다, 암시렇다	 	 	 	 	 	 	 	 	 	 	구체적으로 정하지 않은 어떤 상태나 조건에 놓여 있다.
아무려면	[감탄사][방언]	IC	00_00_00	아무래문	 	 	 	아무러먼, 아무러믄	아무러믄	 	 	 	 	 	 	 	 	 	 	 	 	'아무렴'의 본말.
아무렴	[감탄사][방언]	IC	00_00_00	아무럼	 	하모, 아모렴, 아무럼	아무나, 아무념, 아무럼, 아무레마, 아무렘, 아무련, 아무림, 하기로	아먼, 하먼, 아무럼, 아문사	아무럼, 암먼	아무럼	 	 	 	 	 	 	 	 	 	 	 	말할 나위 없이 그렇다는 뜻으로, 상대편의 말에 강한 긍정을 보일 때 하는 말
아무리	[부사][방언]	MAG	00_00_00	 	 	 	 	 	 	 	 	아명, 아멩, 아모리, 아모리, 아미영, 암마리	 	 	아모리, 아모리	 	 	 	 	 	 	정도가 매우 심함을 나타내는 말.
아무아무	[지시관형사][방언]	MMD	00_00_00	아문아문	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	미존재 뜻풀이
아무짝	[명사][방언]	NNG	00_00_00	 	 	 	암자구, 암작	 	 	 	 	 	아무쩡	아무쩡	 	 	 	 	 	 	 	아무 방면.
아무쪼록	[부사][방언]	MAG	00_00_00	 	 	아모쪼록, 우짜든지	아모쪼록	아모쪼록	 	아모쪼록	 	 	아무뚜룩	아무뚜룩	 	 	 	 	 	 	 	될 수 있는 대로.
아무튼	[부사][방언]	MAG	00_00_00	아무탄	 	 	 	갸튼, 야마튼	야마튼	 	 	야칸	 	 	 	 	 	 	 	 	 	의견이나 일의 성질, 형편, 상태 따위가 어떻게 되어 있든
아무튼지	[부사][방언]	MAG	00_00_00	아무탄지	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	의견이나 일의 성질, 형편, 상태 따위가 어떻게 되어 있든지
아물리다	[동사][방언]	VV	00_00_00	 	 	 	 	 	 	 	 	 	아물쿠다	아물쿠다	 	 	 	 	 	 	 	부스럼이나 상처가 다 나아 살갗이 맞붙다.
아물아물	[부사][방언]	MAG	00_00_00	 	 	 	 	아심무라가이	 	 	 	 	 	 	 	 	 	 	 	 	 	작거나 희미한 것이 보일 듯 말듯 하게 조금씩 자꾸 움직이는 모양
아버님	[명사][방언]	NNG	00_00_00	 	아부님	아부님	아바임	아부님, 아부임, 아분, 아브님	아브님	 	 	아벰	 	 	 	 	 	 	 	 	 	'아버지⑴'의 높임말.
아버지	[명사][방언]	NNG	00_00_00	아버이, 아버니, 아부제	아버니	아바, 아바시, 아방이, 아배, 아부이, 아바쌔, 아바씨, 아부제, 아붕이	아바이, 아방이, 아배, 아뱀, 아부제	아부니, 아버니, 아부씨, 아부제, 아붕이	아부씨	 	 	아방	아바니, 아바이, 아반, 아버니, 아빼	아바니, 아바이, 아반, 아버니, 아빼	아뱅이	아배, 아반니, 아부제	 	 	아버니	 	 	남자인 어버이.
아범	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	 	아밤	아밤	 	 	 	 	 	 	 	'아비01⑴'를 조금 대접하여 이르는 말.
아비	[명사][방언]	NNG	00_00_00	 	 	아붐	아애비, 지아바	압씨	압씨	 	아애비	 	 	 	 	 	 	 	 	 	 	미존재 뜻풀이
아뿔싸	[감탄사][방언]	IC	00_00_00	 	 	아뿔까	아뿔까	 	 	 	 	아처불따, 아불쌍	 	 	 	 	 	 	 	 	 	일이 잘못되었거나 미처 생각하지 못했던 것을 깨닫고 뉘우칠 때 가볍게 나오는 소리
아삭아삭	[부사][방언]	MAG	00_00_00	 	 	 	 	 	 	 	 	와상와상	 	 	 	 	 	 	 	 	 	연하고 싱싱한 과일이나 채소 따위를 보드랍게 베어 물 때 자꾸 나는 소리
아쉬워하다	[동사][방언]	VV	00_00_00	아수워하다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	필요할 때 모자라거나 없어서 안타깝고 만족스럽지 못하게 여기다
아쉽다	[형용사][방언]	VA	00_00_00	아숩다	 	아숩다, 아십다	아숩다, 아십다	아숩다, 아시웁다, 아십다	아숩다	아숩다, 아습다, 아십다, 알쩐하다	아숩다, 아시웁다, 알쩐하다	아사롭다, 아스롭다, 을크랑하다	 	 	이밥다, 이법다	구셥다, 이밥다	 	 	 	 	 	필요할 때 없거나 모자라서 안타깝고 만족스럽지 못하다.
아스라이	[부사][방언]	MAG	00_00_00	 	 	 	 	아시란히	 	 	 	 	 	 	 	 	 	 	 	 	 	보기에 아슬아슬할 만큼 높거나 까마득하게 멀다.
아스라하다	[형용사][방언]	VA	00_00_00	 	 	 	 	아슥하다, 아시란허다, 아시무락허다, 아식하다, 아실아실허다	아슥하다, 아식하다	 	 	 	 	 	아스쿠러하다	 	 	 	 	 	 	보기에 아슬아슬할 만큼 높거나 까마득하게 멀다.
아스러지다	[동사][방언]	VV	00_00_00	 	 	 	 	 	 	 	 	 	 	오스라디다	 	 	 	 	 	 	 	덩어리가 깨어져 조각조각 바스러지다.
아슬아슬	[부사][방언]	MAG	00_00_00	 	 	 	 	아실아실	 	 	 	 	 	 	 	 	 	 	 	 	 	미존재 뜻풀이
아슬아슬	[부사][방언]	MAG	01_00_00	 	 	아질아질	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	소름이 끼칠 정도로 약간 차가운 느낌이 잇따라 드는 모양
아슬아슬하다	[형용사][방언]	VA	00_00_00	 	 	가신가신하다, 가씬가씬하다, 아실아실하다, 아지랍다, 어실어실허다	 	아실아실허다	 	 	 	 	 	 	사파다, 아짜하다	사파다	 	 	 	 	 	소름이 끼칠 정도로 약간 차가운 느낌이 잇따라 드는 모양
아슬하다	[형용사][방언]	VA	00_00_00	 	 	가씬하다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	미존재 뜻풀이
아슴푸레	[부사][방언]	MAG	00_00_00	 	 	 	 	아삼삼, 아심프레	아삼삼, 아심프레	아시무라니, 아스므레, 어스무레	아스므레, 어스무레	 	 	 	 	 	 	 	 	 	 	빛이 약하거나 멀어서 조금 어둑하고 희미한 모양.
아슴푸레하다	[형용사][방언]	VA	00_00_00	 	 	아슴하다	아슴하다	아삼삼하다, 아스므레허다, 아슴하다, 아슴풀허다, 아시므레허다, 아심푸레허다, 아심프레하다	아삼삼하다, 아스므레허다, 아슴하다, 아슴풀허다, 아시므레허다, 아심프레하다	 	 	 	 	 	 	 	 	 	 	 	 	빛이 약하거나 멀어서 조금 어둑하고 희미한 모양.
아습	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	구수, 구쉬	 	 	 	 	 	 	 	 	 	소나 말의 나이가 아홉 살인 것을 이르는 말.
아양	[명사][방언]	NNG	00_00_00	 	 	아냥	 	어양	 	아이롱	 	 	 	 	즛	 	 	 	 	 	 	미존재 뜻풀이
아양	[명사][방언]	NNG	01_00_00	 	 	 	 	 	 	 	 	언강	 	도섭	새신, 잰, 즛가락, 차가지	 	 	 	 	 	 	귀염을 받으려고 알랑거리는 짓.
아양스럽다	[형용사][방언]	VA	00_00_00	 	 	 	 	아양시롭다, 엥강시롭다, 이양시럽다, 이양시롭다	이양시럽다	 	 	 	 	 	 	 	 	 	 	 	 	귀염을 받으려고 알랑거리는 태도가 있다.
아예	[부사][방언]	MAG	00_00_00	 	 	함부레	아야	아에, 함보래	 	아시예	 	아시예	애써, 애쎄	아야	저리	저리	애이	 	 	 	 	일시적이거나 부분적이 아니라 전적으로. 또는 순전하게.
아옹	[감탄사][방언]	IC	00_00_00	 	 	 	 	 	 	 	 	메옹	 	 	 	 	 	 	 	 	 	미존재 뜻풀이
아옹	[부사][방언]	MAG	01_00_00	 	 	 	 	 	 	 	 	매옹	 	 	 	 	 	 	 	 	 	고양이가 우는 소리.
아옹	[감탄사][방언]	IC	02_00_00	 	 	 	 	 	 	 	 	 	양우	양우	애오	애오	 	 	 	 	 	얼굴을 손으로 가리고 있다가 손을 떼면서 어린아이를 어를 때 내는 소리
아옹개비	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	아옹고넹이	 	 	 	 	 	 	 	 	 	어린아이의 말로, '고양이'를 이르는 말.
아왜나무	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	아웨낭	 	 	 	 	 	 	 	 	 	인동과의 상록 소교목
아우	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	 	애이	애이	앆, 아끼, 애까	앆, 아끼	 	 	 	 	 	미존재 뜻풀이
아우	[명사][방언]	NNG	01_00_00	 	아오	보리동생, 아시	 	아시	 	아오	아오	아시	적은아	아이, 적은아	아스, 애끼	아스, 애끼	 	 	 	 	 	같은 부모에게서 태어난 사이거나 일가 친척 가운데 항렬이 같은 남자들 사이에서 손아랫사람을 이르는 말
아우님	[명사][방언]	NNG	00_00_00	 	 	 	 	 	아오님	 	 	 	 	 	 	 	 	 	 	 	 	'아우01'의 높임말.
아우성	[명사][방언]	NNG	00_00_01	 	 	 	 	 	 	 	 	 	 	고래기	왜우성	 	 	 	 	 	 	여럿이 함께 기세를 올려 지르는 소리.
아우성치다	[동사][방언]	VV	00_00_00	 	 	 	 	 	 	 	 	 	 	 	 	해약하다	 	 	 	 	 	여럿이 함께 기세를 올려 소리를 지르다.
아욱	[명사][방언]	NNG	00_00_00	 	 	아구, 아국, 아북, 아웃, 아웁	아국, 아방, 아복, 아부지, 아북, 아웅	 	 	 	 	 	 	아우기	아북	아북	 	 	 	 	 	아욱과의 두해살이풀
아욱국	[명사][방언]	NNG	00_00_00	 	 	 	 	아옥국	 	 	 	 	 	 	 	 	 	 	 	 	 	된장을 푼 물에 아욱을 넣고 끓인 국.
아욱메풀	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	빈네, 빈데쿨, 벤데, 빈데	 	 	 	 	 	 	 	 	 	메꽃과의 여러해살이풀
아울러	[부사][방언]	MAG	00_00_00	 	 	 	 	아나메	 	 	 	아울라	 	 	 	어부러	 	 	 	 	 	동시에 함께.
아유	[감탄사][방언]	IC	00_00_00	야야라, 야야라이	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	미존재 뜻풀이
아이	[명사][방언]	NNG	00_00_00	 	 	 	 	아헤	 	 	 	아히	 	 	 	 	 	 	 	 	 	미존재 뜻풀이
아이	[명사][방언]	NNG	01_00_00	 	 	아아	깐나, 깐얼라, 아아	아그	 	 	 	 	 	 	 	 	 	 	 	 	 	나이가 어린 사람.
아이고	[감탄사][방언]	IC	00_00_00	 	 	 	아이과야	아이갸	 	 	 	 	 	 	 	 	 	 	 	 	 	아프거나 힘들거나 놀라거나 원통하거나 기막힐 때 내는 소리
아이고머니	[감탄사][방언]	IC	00_00_00	 	 	 	 	아구메, 아이고메, 하이고메	아이그미	 	 	아이고멍아	 	 	 	 	 	 	 	 	 	'아이고⑴'보다 느낌이 더 깊고 간절할 때 내는 소리.
아이아버지	[명사][방언]	NNG	00_00_00	 	 	적아배, 적아부지	아아바이, 아애비, 얼라아부지	애기아부지	 	 	 	 	 	 	 	 	 	 	 	 	 	자식이 있는 남자.
아이어머니	[명사][방언]	NNG	00_00_00	 	 	 	 	애기엄니	 	 	 	 	 	 	 	 	 	 	 	 	 	자식이 있는 여자.
아자문	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	 	 	아째광창	 	 	 	 	 	 	 	문짝의 살을 '亞' 자 모양으로 짠 문.
아장아장	[부사][방언]	MAG	00_00_00	 	 	엉거정엉거정, 짜죽짜죽	짜방짜방	따박따박, 따둑따둑, 따북따북, 떠벅떠벅, 아그작아그작, 아그장아그장, 짜빡짜빡, 찌벅찌벅	아그장아그장	따돔따돔, 아짱아짱	 	아중아중	 	 	 	 	 	 	 	 	 	키가 작은 사람이나 짐승이 이리저리 찬찬히 걷는 모양.
